SubjectCode,Condition,IAF_Pre,IAF_Post,Hit,RT,Condition_seq,sham_seq,phase
7,A,10.498046875,NaN,1,623,S1,0,-1.91183435396496
7,A,10.498046875,NaN,0,0,S1,0,-0.146169698783293
7,A,10.498046875,NaN,1,397,S1,0,-1.14633775056598
7,A,10.498046875,NaN,1,402,S1,0,-0.134988305200954
7,A,10.498046875,NaN,1,558,S1,0,0.374143574037237
7,A,10.498046875,NaN,1,473,S1,0,-2.32086032599072
7,A,10.498046875,NaN,1,712,S1,0,2.9636746041109
7,A,10.498046875,NaN,0,0,S1,0,0.961004394925609
7,A,10.498046875,NaN,1,353,S1,0,1.0307974453541
7,A,10.498046875,NaN,1,379,S1,0,-1.723254821707
7,A,10.498046875,NaN,1,304,S1,0,0.985859077050168
7,A,10.498046875,NaN,0,0,S1,0,-2.3965537524472
7,A,10.498046875,NaN,1,472,S1,0,2.82415615129369
7,A,10.498046875,NaN,1,406,S1,0,2.95753172973088
7,A,10.498046875,NaN,1,468,S1,0,0.325021348229711
7,A,10.498046875,NaN,1,391,S1,0,-2.24328351644722
7,A,10.498046875,NaN,1,355,S1,0,1.1575080120851
7,A,10.498046875,NaN,0,0,S1,0,0.910153930644672
7,A,10.498046875,NaN,1,329,S1,0,-1.03274084753334
7,A,10.498046875,NaN,1,432,S1,0,-0.0854910127134291
7,A,10.498046875,NaN,1,349,S1,0,0.487473631667471
7,A,10.498046875,NaN,1,287,S1,0,1.18833102136893
7,A,10.498046875,NaN,0,0,S1,0,2.1998725295864
7,A,10.498046875,NaN,0,0,S1,0,-2.3157489794482
7,A,10.498046875,NaN,1,348,S1,0,-1.23983633424766
7,A,10.498046875,NaN,1,309,S1,0,-0.794768582828276
7,A,10.498046875,NaN,1,336,S1,0,-0.410301160109391
7,A,10.498046875,NaN,1,424,S1,0,-2.47815058975724
7,A,10.498046875,NaN,1,370,S1,0,1.05029308167167
7,A,10.498046875,NaN,0,0,S1,0,1.37117068113312
7,A,10.498046875,NaN,0,0,S1,0,-0.252317885947186
7,A,10.498046875,NaN,0,0,S1,0,-3.01084409922317
7,A,10.498046875,NaN,1,382,S1,0,0.201443611547076
7,A,10.498046875,NaN,1,332,S1,0,-0.734364456482645
7,A,10.498046875,NaN,0,0,S1,0,3.10248352996657
7,A,10.498046875,NaN,0,0,S1,0,-0.473579375715159
7,A,10.498046875,NaN,1,435,S1,0,-2.41350956388723
7,A,10.498046875,NaN,1,319,S1,0,-3.03514336689676
7,A,10.498046875,NaN,1,425,S1,0,1.49391378205169
7,A,10.498046875,NaN,1,285,S1,0,-2.39585787073336
7,A,10.498046875,NaN,1,296,S1,0,-2.45148222211251
7,A,10.498046875,NaN,1,288,S1,0,-0.12137436049578
7,A,10.498046875,NaN,1,297,S1,0,-2.43755988743962
7,A,10.498046875,NaN,1,315,S1,0,-0.54679933582943
7,A,10.498046875,NaN,1,431,S1,0,2.66817997370793
7,A,10.498046875,NaN,1,565,S1,0,2.17072837133819
7,A,10.498046875,NaN,1,365,S1,0,-0.146923588590567
7,A,10.498046875,NaN,1,415,S1,0,-1.52456106281564
7,A,10.498046875,NaN,1,372,S1,0,-2.58703173653234
7,A,10.498046875,NaN,1,363,S1,0,1.00024987284235
7,A,10.498046875,NaN,0,0,S1,0,1.57321446415065
7,A,10.498046875,NaN,1,358,S1,0,-2.43948479031693
7,A,10.498046875,NaN,1,340,S1,0,-0.233069129981244
7,A,10.498046875,NaN,0,0,S1,0,-0.980867568048058
7,A,10.498046875,NaN,0,0,S1,0,0.912365888410211
7,A,10.498046875,NaN,1,372,S1,0,1.98875246106119
7,A,10.498046875,NaN,0,0,S1,0,2.49838815944999
7,A,10.498046875,NaN,0,0,S1,0,-1.45222047037118
7,A,10.498046875,NaN,1,505,S1,0,-0.376580272654407
7,A,10.498046875,NaN,1,345,S1,0,2.14201639308574
7,A,10.498046875,NaN,1,576,S1,0,1.20770286126514
7,A,10.498046875,NaN,1,375,S1,0,2.53294532673527
7,A,10.498046875,NaN,1,303,S1,0,-0.53997685202595
7,A,10.498046875,NaN,1,300,S1,0,2.42020420507704
7,A,10.498046875,NaN,1,314,S1,0,-2.09740558678255
7,A,10.498046875,NaN,0,0,S1,0,0.422423638871531
7,A,10.498046875,NaN,0,0,S1,0,-2.3971569927202
7,A,10.498046875,NaN,1,345,S1,0,-0.8176070887066
7,A,10.498046875,NaN,1,454,S1,0,-0.99964562303138
7,A,10.498046875,NaN,1,323,S1,0,2.46346291242885
7,A,10.498046875,NaN,1,319,S1,0,0.710551164085514
7,A,10.498046875,NaN,1,319,S1,0,-0.287591563477766
7,A,10.498046875,NaN,1,314,S1,0,2.04475086659963
7,A,10.498046875,NaN,1,306,S1,0,-1.46801144719385
7,A,10.498046875,NaN,1,322,S1,0,-0.392628513458476
7,A,10.498046875,NaN,1,305,S1,0,-2.89802341901535
7,A,10.498046875,NaN,1,294,S1,0,2.70094369615199
7,A,10.498046875,NaN,1,333,S1,0,0.763498076384092
7,A,10.498046875,NaN,0,0,S1,0,-2.49789827717477
7,A,10.498046875,NaN,1,347,S1,0,2.28297872819297
7,A,10.498046875,NaN,1,736,S1,0,0.779406975895279
7,A,10.498046875,NaN,1,316,S1,0,1.3533765250291
7,A,10.498046875,NaN,1,364,S1,0,-0.334712515385483
7,A,10.498046875,NaN,1,346,S1,0,-2.02450212217566
7,A,10.498046875,NaN,1,276,S1,0,-2.07888213829672
7,A,10.498046875,NaN,1,315,S1,0,1.19544622123568
7,A,10.498046875,NaN,1,643,S1,0,2.96204702981625
7,A,10.498046875,NaN,1,429,S1,0,-3.12567503167252
7,A,10.498046875,NaN,1,292,S1,0,-0.793385740580991
7,A,10.498046875,NaN,1,377,S1,0,-1.10059027613563
7,A,10.498046875,NaN,0,0,S1,0,-0.710168948884705
7,A,10.498046875,NaN,1,392,S1,0,2.31088875360151
7,A,10.498046875,NaN,1,727,S1,0,-2.02021106121049
7,A,10.498046875,NaN,1,372,S1,0,1.81764955226542
7,A,10.498046875,NaN,1,512,S1,0,0.880328026018449
7,A,10.498046875,NaN,1,283,S1,0,-2.19230212481073
7,A,10.498046875,NaN,1,299,S1,0,-1.1805187642658
7,A,10.498046875,NaN,1,305,S1,0,-2.17937412972122
7,A,10.498046875,NaN,0,0,S1,0,-1.29201504657198
7,A,10.498046875,NaN,1,362,S1,0,-1.28455792120383
7,A,10.498046875,NaN,1,278,S1,0,-2.65866621777661
7,A,10.498046875,NaN,1,330,S1,0,-1.45441131104698
7,A,10.498046875,NaN,0,0,S1,0,-2.63902313987792
7,A,10.498046875,NaN,0,0,S1,0,3.02079707755837
7,A,10.498046875,NaN,0,0,S1,0,-0.682533527869428
7,A,10.498046875,NaN,0,0,S1,0,-0.548418966337389
7,A,10.498046875,NaN,1,415,S1,0,1.9064071821409
7,A,10.498046875,NaN,1,610,S1,0,0.09109941402975
7,A,10.498046875,NaN,0,0,S1,0,-3.04354158358939
7,A,10.498046875,NaN,0,0,S1,0,-2.34069717197728
7,A,10.498046875,NaN,1,382,S1,0,2.69252871718314
7,A,10.498046875,NaN,1,1061,S1,0,3.13835034017935
7,A,10.498046875,NaN,1,329,S1,0,2.45436461397605
7,A,10.498046875,NaN,1,516,S1,0,2.21022686020451
7,A,10.498046875,NaN,1,366,S1,0,0.58338169719015
7,A,10.498046875,NaN,1,376,S1,0,-2.67789299985633
7,A,10.498046875,NaN,1,380,S1,0,-1.41632526971849
7,A,10.498046875,NaN,1,348,S1,0,1.54410901980786
7,A,10.498046875,NaN,1,336,S1,0,-0.8386966249249
7,A,10.498046875,NaN,1,332,S1,0,0.234674573584605
7,A,10.498046875,NaN,1,361,S1,0,-1.01252433345861
7,A,10.498046875,NaN,1,356,S1,0,2.76369897267241
7,A,10.498046875,NaN,1,305,S1,0,-1.37681475690906
7,A,10.498046875,NaN,0,0,S1,0,-1.3683692423299
7,A,10.498046875,NaN,1,346,S1,0,0.71124426190014
7,A,10.498046875,NaN,1,273,S1,0,1.34839714618712
7,A,10.498046875,NaN,1,486,S1,0,1.66887746879583
7,A,10.498046875,NaN,1,286,S1,0,1.42614329822172
7,A,10.498046875,NaN,0,0,S1,0,0.302415541565029
7,A,10.498046875,NaN,0,0,S1,0,-0.445901941007067
7,A,10.498046875,NaN,0,0,S1,0,-0.288614414412538
7,A,10.498046875,NaN,1,579,S1,0,2.23314214911607
7,A,10.498046875,NaN,0,0,S1,0,0.725807618009337
7,A,10.498046875,NaN,1,519,S1,0,-1.27523885414663
7,A,10.498046875,NaN,1,448,S1,0,-2.52521299083071
7,A,10.498046875,NaN,0,0,S1,0,-1.0082984888305
7,A,10.498046875,NaN,1,377,S1,0,0.0654141982756321
7,A,10.498046875,NaN,0,0,S1,0,-2.50425938772189
7,A,10.498046875,NaN,0,0,S1,0,-1.80568141166324
7,A,10.498046875,NaN,0,0,S1,0,-2.86694184249985
7,A,10.498046875,NaN,1,590,S1,0,0.152931315226183
7,A,10.498046875,NaN,0,0,S1,0,-2.85363595468535
7,A,10.498046875,NaN,0,0,S1,0,-0.709793811255339
7,A,10.498046875,NaN,1,395,S1,0,-1.64195912712753
7,A,10.498046875,NaN,1,486,S1,0,0.312879849105493
7,A,10.498046875,NaN,1,396,S1,0,2.89736722970886
7,A,10.498046875,NaN,0,0,S1,0,0.137522959738278
7,A,10.498046875,NaN,0,0,S1,0,0.399530887979056
7,A,10.498046875,NaN,1,764,S1,0,-0.782154455880163
7,A,10.498046875,NaN,1,423,S1,0,-1.84401385226863
7,A,10.498046875,NaN,1,359,S1,0,-1.90114710901139
7,A,10.498046875,NaN,1,404,S1,0,-2.83493059478441
7,A,10.498046875,NaN,1,486,S1,0,1.19126754783293
7,A,10.498046875,NaN,0,0,S1,0,-3.13697051332263
7,A,10.498046875,NaN,1,397,S1,0,-0.743018492286849
7,A,10.498046875,NaN,0,0,S1,0,1.77862243965496
7,A,10.498046875,NaN,1,417,S1,0,0.714557299969367
7,A,10.498046875,NaN,1,463,S1,0,1.34988210629246
7,A,10.498046875,NaN,1,329,S1,0,1.79694045995717
7,A,10.498046875,NaN,1,784,S1,0,-0.335072188428814
7,A,10.498046875,NaN,1,425,S1,0,1.05375991092466
7,A,10.498046875,NaN,0,0,S1,0,-0.0693741318190196
7,A,10.498046875,NaN,1,511,S1,0,-0.441419585667339
7,A,10.498046875,NaN,0,0,S1,0,1.63837590400571
7,A,10.498046875,NaN,1,425,S1,0,-0.805037532229236
7,A,10.498046875,NaN,0,0,S1,0,-0.924757053731698
7,A,10.498046875,NaN,0,0,S1,0,-0.223694817163197
7,A,10.498046875,NaN,0,0,S1,0,-0.655356022267392
7,A,10.498046875,NaN,0,0,S1,0,-2.78567803175027
7,A,10.498046875,NaN,0,0,S1,0,0.865799901671651
7,A,10.498046875,NaN,0,0,S1,0,0.686206940398701
7,A,10.498046875,NaN,1,326,S1,0,0.567715638120224
7,A,10.498046875,NaN,0,0,S1,0,2.20914938387609
7,A,10.498046875,NaN,0,0,S1,0,1.71437554619946
7,A,10.498046875,NaN,1,359,S1,0,-0.225369054646852
7,A,10.498046875,NaN,0,0,S1,0,-2.04255213475084
7,A,10.498046875,NaN,1,461,S1,0,-1.471371646859
7,A,10.498046875,NaN,0,0,S1,0,-1.46518296103705
7,A,10.498046875,NaN,1,432,S1,0,1.24114183839675
7,A,10.498046875,NaN,1,1097,S1,0,-2.96375852395842
7,A,10.498046875,NaN,1,414,S1,0,1.81880109282001
7,A,10.498046875,NaN,0,0,S1,0,0.38100061985793
7,A,10.498046875,NaN,1,407,S1,0,1.70897131096641
7,A,10.498046875,NaN,1,374,S1,0,0.585349985569411
7,A,10.498046875,NaN,1,551,S1,0,-1.98512781866121
7,A,10.498046875,NaN,1,376,S1,0,-0.973119057155906
7,A,10.498046875,NaN,1,415,S1,0,-1.78425213226076
7,A,10.498046875,NaN,1,342,S1,0,2.81083795353119
7,A,10.498046875,NaN,1,435,S1,0,1.74734147468921
7,A,10.498046875,NaN,1,629,S1,0,-0.317797031983959
7,A,10.498046875,NaN,1,362,S1,0,-1.50395839804004
7,A,10.498046875,NaN,1,339,S1,0,-1.74712178416728
7,A,10.498046875,NaN,0,0,S1,0,2.40564757204299
7,A,10.498046875,NaN,0,0,S1,0,-0.037739222489157
7,A,10.498046875,NaN,0,0,S1,0,-0.0938914100651998
7,A,10.498046875,NaN,0,0,S1,0,-1.15736081220899
7,A,10.498046875,NaN,1,429,S1,0,-2.97186472598929
7,A,10.498046875,NaN,1,415,S1,0,-0.513919890215324
7,A,10.498046875,NaN,1,435,S1,0,-2.26757489583536
7,A,10.498046875,NaN,1,420,S1,0,-2.50975288815445
7,A,10.498046875,NaN,1,431,S1,0,1.83002138745246
7,A,10.498046875,NaN,0,0,S1,0,-0.362997338032219
7,A,10.498046875,NaN,0,0,S1,0,-1.80199285104537
7,A,10.498046875,NaN,0,0,S1,0,-2.48747654645688
7,A,10.498046875,NaN,1,463,S1,0,-1.41360154552707
7,A,10.498046875,NaN,0,0,S1,0,2.92939397228665
7,A,10.498046875,NaN,1,416,S1,0,2.99767639193271
7,A,10.498046875,NaN,0,0,S1,0,1.30807993457334
7,A,10.498046875,NaN,0,0,S1,0,-1.45044196923949
7,A,10.498046875,NaN,0,0,S1,0,1.19503746829674
7,A,10.498046875,NaN,0,0,S1,0,0.0120794389763032
7,A,10.498046875,NaN,0,0,S1,0,-0.798823918261351
7,A,10.498046875,NaN,0,0,S1,0,-1.54442429243844
7,A,10.498046875,NaN,1,682,S1,0,1.72964276280576
7,A,10.498046875,NaN,1,960,S1,0,-1.53080876546245
7,A,10.498046875,NaN,1,588,S1,0,-0.898249776427708
7,A,10.498046875,NaN,1,599,S1,0,-0.701081823439914
7,A,10.498046875,NaN,0,0,S1,0,1.31654274818121
7,A,10.498046875,NaN,1,324,S1,0,-1.75615676198565
7,A,10.498046875,NaN,1,383,S1,0,1.51791620706561
7,A,10.498046875,NaN,0,0,S1,0,-1.36577607333322
7,A,10.498046875,NaN,0,0,S1,0,-2.92601122868408
7,A,10.498046875,NaN,0,0,S1,0,1.98002752163637
7,A,10.498046875,NaN,1,302,S1,0,0.477970532204295
7,A,10.498046875,NaN,0,0,S1,0,0.987818078967744
7,A,10.498046875,NaN,0,0,S1,0,0.872797530075853
7,A,10.498046875,NaN,0,0,S1,0,1.1313092585439
7,A,10.498046875,NaN,1,464,S1,0,-0.0536113353781193
7,A,10.498046875,NaN,0,0,S1,0,-1.36498775015092
7,A,10.498046875,NaN,0,0,S1,0,1.91030266886204
7,A,10.498046875,NaN,1,516,S1,0,-1.85034893449366
7,A,10.498046875,NaN,0,0,S1,0,-2.78100927994496
7,A,10.498046875,NaN,0,0,S1,0,-1.07749606832801
7,A,10.498046875,NaN,0,0,S1,0,1.37922181464587
7,A,10.498046875,NaN,1,216,S1,0,-1.44114684955635
7,A,10.498046875,NaN,1,442,S1,0,0.512941468981201
7,A,10.498046875,NaN,0,0,S1,0,-2.75056769707509
7,A,10.498046875,NaN,0,0,S1,0,0.397675111476843
7,A,10.498046875,NaN,0,0,S1,0,2.98072077552855
7,A,10.498046875,NaN,0,0,S1,0,2.48424281451127
7,A,10.498046875,NaN,0,0,S1,0,1.54820495636704
7,A,10.498046875,NaN,0,0,S1,0,1.11754681660954
7,A,10.498046875,NaN,0,0,S1,0,-0.00650644568128752
7,A,10.498046875,NaN,1,581,S1,0,0.377181608719432
7,A,10.498046875,NaN,0,0,S1,0,1.51384124084531
7,A,10.498046875,NaN,0,0,S1,0,0.137487192878653
7,A,10.498046875,NaN,1,441,S1,0,-2.36931335720225
7,A,10.498046875,NaN,0,0,S1,0,-1.54548597192409
7,A,10.498046875,NaN,0,0,S1,0,-1.60089785110196
7,A,10.498046875,NaN,1,450,S1,0,2.99583044185179
7,A,10.498046875,NaN,1,455,S1,0,-3.02661597906425
7,A,10.498046875,NaN,0,0,S1,0,-0.947994992981095
7,A,10.498046875,NaN,1,391,S1,0,-1.18895088570446
7,A,10.498046875,NaN,0,0,S1,0,1.39243889707312
7,A,10.498046875,NaN,0,0,S1,0,3.03862940011323
7,A,10.498046875,NaN,1,1023,S1,0,0.721129528834746
7,A,10.498046875,NaN,0,0,S1,0,-2.54024302974317
7,A,10.498046875,NaN,0,0,S1,0,1.29673978848627
7,A,10.498046875,NaN,1,395,S1,0,-0.393517828950835
7,A,10.498046875,NaN,1,348,S1,0,-1.57758321716851
7,A,10.498046875,NaN,1,424,S1,0,2.44964126887057
7,A,10.498046875,NaN,0,0,S1,0,-1.25123385172338
7,A,10.498046875,NaN,1,381,S1,0,-2.7544976448374
7,A,10.498046875,NaN,0,0,S1,0,0.078314046717822
7,A,10.498046875,NaN,0,0,S1,0,-2.05236813343757
7,A,10.498046875,NaN,0,0,S1,0,2.85578403981583
7,A,10.498046875,NaN,1,633,S1,0,-0.595545000307477
7,A,10.498046875,NaN,0,0,S1,0,0.166438095246597
7,A,10.498046875,NaN,1,857,S1,0,1.61734631300957
7,A,10.498046875,NaN,0,0,S1,0,2.94479476912363
7,A,10.498046875,NaN,0,0,S1,0,-1.88635728980125
7,A,10.498046875,NaN,1,460,S1,0,1.01023217708831
7,A,10.498046875,NaN,0,0,S1,0,0.0127611959251004
7,A,10.498046875,NaN,0,0,S1,0,-0.859334261651654
7,A,10.498046875,NaN,1,445,S1,0,-1.97974007895785
7,A,10.498046875,NaN,0,0,S1,0,-3.10626670374403
7,A,10.498046875,NaN,0,0,S1,0,2.86834130026057
7,A,10.498046875,NaN,0,0,S1,0,-2.15299114920527
7,A,10.498046875,NaN,1,540,S1,0,2.31340882088275
7,A,10.498046875,NaN,0,0,S1,0,2.88301765595073
7,A,10.498046875,NaN,0,0,S1,0,-0.349568188737244
7,B,10.498046875,NaN,1,648,S1,0,-1.30823733042834
7,B,10.498046875,NaN,1,415,S1,0,1.33667167875438
7,B,10.498046875,NaN,0,0,S1,0,2.84966638861613
7,B,10.498046875,NaN,1,479,S1,0,-2.23225895439847
7,B,10.498046875,NaN,1,506,S1,0,2.67827149914037
7,B,10.498046875,NaN,1,546,S1,0,1.30411537146253
7,B,10.498046875,NaN,0,0,S1,0,2.06484289409152
7,B,10.498046875,NaN,1,441,S1,0,-2.0115656453341
7,B,10.498046875,NaN,0,0,S1,0,1.82770942236773
7,B,10.498046875,NaN,1,512,S1,0,-1.9370283289436
7,B,10.498046875,NaN,1,408,S1,0,-2.93524475305398
7,B,10.498046875,NaN,0,0,S1,0,-0.91976392308068
7,B,10.498046875,NaN,0,0,S1,0,-0.914187027859505
7,B,10.498046875,NaN,1,525,S1,0,1.29342802648348
7,B,10.498046875,NaN,0,0,S1,0,1.2361884893205
7,B,10.498046875,NaN,1,407,S1,0,2.05992796129702
7,B,10.498046875,NaN,0,0,S1,0,1.18671127253445
7,B,10.498046875,NaN,0,0,S1,0,2.3245998480323
7,B,10.498046875,NaN,1,472,S1,0,-2.38044303784214
7,B,10.498046875,NaN,0,0,S1,0,-1.68334294182905
7,B,10.498046875,NaN,1,422,S1,0,-0.422630633684381
7,B,10.498046875,NaN,0,0,S1,0,-0.225624622441284
7,B,10.498046875,NaN,1,495,S1,0,-1.60228050887911
7,B,10.498046875,NaN,0,0,S1,0,-0.0870925564324475
7,B,10.498046875,NaN,0,0,S1,0,-2.65501111370788
7,B,10.498046875,NaN,1,506,S1,0,3.06775548266162
7,B,10.498046875,NaN,0,0,S1,0,-2.51523906981189
7,B,10.498046875,NaN,0,0,S1,0,1.89098341584033
7,B,10.498046875,NaN,1,600,S1,0,2.46325093479705
7,B,10.498046875,NaN,0,0,S1,0,2.28083527261975
7,B,10.498046875,NaN,0,0,S1,0,0.0907609171907933
7,B,10.498046875,NaN,1,432,S1,0,2.73693147387451
7,B,10.498046875,NaN,1,240,S1,0,-3.09888551188256
7,B,10.498046875,NaN,1,427,S1,0,2.06619694781934
7,B,10.498046875,NaN,1,465,S1,0,-2.70146285923724
7,B,10.498046875,NaN,0,0,S1,0,-0.242061129950036
7,B,10.498046875,NaN,1,340,S1,0,-0.675358467856387
7,B,10.498046875,NaN,1,400,S1,0,2.09947615841423
7,B,10.498046875,NaN,1,486,S1,0,-0.155918570358552
7,B,10.498046875,NaN,1,422,S1,0,2.11113592140453
7,B,10.498046875,NaN,1,413,S1,0,3.06018338671963
7,B,10.498046875,NaN,1,448,S1,0,2.4362256255039
7,B,10.498046875,NaN,1,378,S1,0,-3.0839709099078
7,B,10.498046875,NaN,1,410,S1,0,-0.628492331963945
7,B,10.498046875,NaN,1,404,S1,0,0.698068798480581
7,B,10.498046875,NaN,1,375,S1,0,1.46030889787562
7,B,10.498046875,NaN,1,401,S1,0,-0.479994660859783
7,B,10.498046875,NaN,0,0,S1,0,-1.2267415235446
7,B,10.498046875,NaN,1,472,S1,0,-0.844381173632354
7,B,10.498046875,NaN,1,327,S1,0,-1.46618631905724
7,B,10.498046875,NaN,1,322,S1,0,0.175791192348846
7,B,10.498046875,NaN,1,659,S1,0,-2.26921194309359
7,B,10.498046875,NaN,1,418,S1,0,-1.38464787554162
7,B,10.498046875,NaN,1,389,S1,0,-1.56757008179785
7,B,10.498046875,NaN,0,0,S1,0,2.33615179671977
7,B,10.498046875,NaN,0,0,S1,0,-0.86204556458909
7,B,10.498046875,NaN,0,0,S1,0,-2.11171806000061
7,B,10.498046875,NaN,1,410,S1,0,2.79347501468131
7,B,10.498046875,NaN,1,442,S1,0,0.0343991523826121
7,B,10.498046875,NaN,0,0,S1,0,-0.148519878481026
7,B,10.498046875,NaN,0,0,S1,0,-0.206496543031841
7,B,10.498046875,NaN,0,0,S1,0,2.12708522137314
7,B,10.498046875,NaN,1,410,S1,0,-2.95375565952466
7,B,10.498046875,NaN,0,0,S1,0,0.632200596046532
7,B,10.498046875,NaN,0,0,S1,0,0.576410239222524
7,B,10.498046875,NaN,1,367,S1,0,-2.43431612273224
7,B,10.498046875,NaN,1,1005,S1,0,-1.29696931006763
7,B,10.498046875,NaN,1,368,S1,0,2.29113159511651
7,B,10.498046875,NaN,0,0,S1,0,-0.96603733681833
7,B,10.498046875,NaN,1,423,S1,0,-1.8384382171939
7,B,10.498046875,NaN,0,0,S1,0,-0.513322827904618
7,B,10.498046875,NaN,0,0,S1,0,2.19655612365255
7,B,10.498046875,NaN,1,407,S1,0,0.948134145328856
7,B,10.498046875,NaN,1,948,S1,0,2.21161638143693
7,B,10.498046875,NaN,1,543,S1,0,-2.30079239243616
7,B,10.498046875,NaN,0,0,S1,0,-1.22629379202877
7,B,10.498046875,NaN,0,0,S1,0,1.04156915484109
7,B,10.498046875,NaN,1,632,S1,0,2.11728278751891
7,B,10.498046875,NaN,1,481,S1,0,0.928286284645359
7,B,10.498046875,NaN,1,392,S1,0,-1.26484144216275
7,B,10.498046875,NaN,1,399,S1,0,-2.0130198925892
7,B,10.498046875,NaN,1,379,S1,0,-1.18694935678164
7,B,10.498046875,NaN,0,0,S1,0,1.52269889253145
7,B,10.498046875,NaN,0,0,S1,0,-0.668735303483262
7,B,10.498046875,NaN,1,502,S1,0,0.407701928267941
7,B,10.498046875,NaN,1,1113,S1,0,0.415958596051299
7,B,10.498046875,NaN,1,524,S1,0,-2.84459779841332
7,B,10.498046875,NaN,1,1122,S1,0,-1.14347685922332
7,B,10.498046875,NaN,0,0,S1,0,-0.762104202802965
7,B,10.498046875,NaN,0,0,S1,0,2.51186003785839
7,B,10.498046875,NaN,0,0,S1,0,2.58465574337163
7,B,10.498046875,NaN,0,0,S1,0,-0.988667319358317
7,B,10.498046875,NaN,0,0,S1,0,0.653518782437293
7,B,10.498046875,NaN,1,495,S1,0,2.86296018148192
7,B,10.498046875,NaN,1,380,S1,0,-2.09488729648887
7,B,10.498046875,NaN,1,410,S1,0,0.0470265912155318
7,B,10.498046875,NaN,0,0,S1,0,-1.64072751847021
7,B,10.498046875,NaN,1,332,S1,0,-2.45196668043037
7,B,10.498046875,NaN,1,158,S1,0,2.5231184996914
7,B,10.498046875,NaN,0,0,S1,0,2.02869097311732
7,B,10.498046875,NaN,0,0,S1,0,-2.17537232505419
7,B,10.498046875,NaN,1,432,S1,0,-2.92329613939522
7,B,10.498046875,NaN,1,376,S1,0,-2.97859758469863
7,B,10.498046875,NaN,1,262,S1,0,0.0451404995324701
7,B,10.498046875,NaN,1,347,S1,0,2.06464300012258
7,B,10.498046875,NaN,1,353,S1,0,-0.190169894572723
7,B,10.498046875,NaN,0,0,S1,0,1.44866088265611
7,B,10.498046875,NaN,0,0,S1,0,0.764255945102782
7,B,10.498046875,NaN,1,762,S1,0,-1.05331402933981
7,B,10.498046875,NaN,0,0,S1,0,1.46760603839629
7,B,10.498046875,NaN,1,1083,S1,0,-2.48313372556346
7,B,10.498046875,NaN,1,392,S1,0,-0.842721128674016
7,B,10.498046875,NaN,0,0,S1,0,-2.53381770022336
7,B,10.498046875,NaN,0,0,S1,0,-0.891227385108471
7,B,10.498046875,NaN,0,0,S1,0,-2.51632551169891
7,B,10.498046875,NaN,0,0,S1,0,-3.13906742344703
7,B,10.498046875,NaN,1,495,S1,0,1.01250529661838
7,B,10.498046875,NaN,0,0,S1,0,0.266960987823571
7,B,10.498046875,NaN,0,0,S1,0,-1.9243698842241
7,B,10.498046875,NaN,1,514,S1,0,1.28668788125447
7,B,10.498046875,NaN,0,0,S1,0,1.48224953674495
7,B,10.498046875,NaN,0,0,S1,0,-2.59388136146296
7,B,10.498046875,NaN,0,0,S1,0,0.742023821931198
7,B,10.498046875,NaN,1,408,S1,0,0.311872387905986
7,B,10.498046875,NaN,0,0,S1,0,-1.69143319680554
7,B,10.498046875,NaN,1,400,S1,0,2.02116579474001
7,B,10.498046875,NaN,0,0,S1,0,3.03240592149221
7,B,10.498046875,NaN,0,0,S1,0,-0.476809392413035
7,B,10.498046875,NaN,0,0,S1,0,1.09968101557936
7,B,10.498046875,NaN,1,532,S1,0,1.23046331402275
7,B,10.498046875,NaN,1,1041,S1,0,2.49604578785137
7,B,10.498046875,NaN,1,483,S1,0,-0.701435861684662
7,B,10.498046875,NaN,0,0,S1,0,-1.75806343033325
7,B,10.498046875,NaN,1,528,S1,0,1.57819670684011
7,B,10.498046875,NaN,0,0,S1,0,0.831834072240946
7,B,10.498046875,NaN,0,0,S1,0,1.65537657382872
7,B,10.498046875,NaN,0,0,S1,0,-2.67248792328689
7,B,10.498046875,NaN,0,0,S1,0,0.284689134067999
7,B,10.498046875,NaN,0,0,S1,0,0.228879294465672
7,B,10.498046875,NaN,1,420,S1,0,-0.517115994023896
7,B,10.498046875,NaN,1,420,S1,0,0.934684741258729
7,B,10.498046875,NaN,1,508,S1,0,0.689340524687544
7,B,10.498046875,NaN,1,747,S1,0,-2.82195535774837
7,B,10.498046875,NaN,1,377,S1,0,-0.682387289568643
7,B,10.498046875,NaN,0,0,S1,0,-0.799103598382096
7,B,10.498046875,NaN,0,0,S1,0,-2.99005419942087
7,B,10.498046875,NaN,1,426,S1,0,-1.6635361134056
7,B,10.498046875,NaN,1,363,S1,0,-1.53022028526652
7,B,10.498046875,NaN,1,407,S1,0,0.0456604847854455
7,B,10.498046875,NaN,0,0,S1,0,-2.24590606701213
7,B,10.498046875,NaN,0,0,S1,0,2.4135161290944
7,B,10.498046875,NaN,1,568,S1,0,-0.720006966151737
7,B,10.498046875,NaN,0,0,S1,0,2.30123133159577
7,B,10.498046875,NaN,0,0,S1,0,-1.46174098189417
7,B,10.498046875,NaN,1,621,S1,0,0.931810540586678
7,B,10.498046875,NaN,0,0,S1,0,1.81743220727472
7,B,10.498046875,NaN,0,0,S1,0,-1.1287907036762
7,B,10.498046875,NaN,1,598,S1,0,-0.554779773329787
7,B,10.498046875,NaN,1,601,S1,0,2.34220065964963
7,B,10.498046875,NaN,0,0,S1,0,1.47172166661023
