SubjectCode,Condition,IAF_Pre,IAF_Post,Hit,RT,Condition_seq,sham_seq,phase
1,A,8.30078125,7.8125,0,0,S2,0,-1.0653343511811
1,A,8.30078125,7.8125,1,475,S2,0,-2.88265754106249
1,A,8.30078125,7.8125,0,0,S2,0,-2.37461788156426
1,A,8.30078125,7.8125,1,470,S2,0,-0.6106175558656
1,A,8.30078125,7.8125,1,809,S2,0,-0.479097274785594
1,A,8.30078125,7.8125,0,0,S2,0,-1.10232224611913
1,A,8.30078125,7.8125,0,0,S2,0,-1.5993910722964
1,A,8.30078125,7.8125,0,0,S2,0,0.417405620586211
1,A,8.30078125,7.8125,1,543,S2,0,2.37014110539317
1,A,8.30078125,7.8125,0,0,S2,0,-3.08961952175883
1,A,8.30078125,7.8125,0,0,S2,0,0.938851926683928
1,A,8.30078125,7.8125,1,567,S2,0,-2.00899805867476
1,A,8.30078125,7.8125,0,0,S2,0,-3.00556937024934
1,A,8.30078125,7.8125,0,0,S2,0,0.0148650272540542
1,A,8.30078125,7.8125,0,0,S2,0,-1.42422774589028
1,A,8.30078125,7.8125,0,0,S2,0,-1.7337672051756
1,A,8.30078125,7.8125,0,0,S2,0,-1.41349995087563
1,A,8.30078125,7.8125,0,0,S2,0,3.05236679957727
1,A,8.30078125,7.8125,1,524,S2,0,1.0475208628477
1,A,8.30078125,7.8125,0,0,S2,0,-0.580563026343118
1,A,8.30078125,7.8125,0,0,S2,0,1.87484987921173
1,A,8.30078125,7.8125,0,0,S2,0,-1.63972498113751
1,A,8.30078125,7.8125,0,0,S2,0,0.378533019332474
1,A,8.30078125,7.8125,0,0,S2,0,-2.43804070666523
1,A,8.30078125,7.8125,0,0,S2,0,-2.04957574993864
1,A,8.30078125,7.8125,0,0,S2,0,-1.03837563003609
1,A,8.30078125,7.8125,0,0,S2,0,-1.2831298150885
1,A,8.30078125,7.8125,0,0,S2,0,0.733419001934507
1,A,8.30078125,7.8125,1,548,S2,0,-0.642108627253979
1,A,8.30078125,7.8125,1,610,S2,0,-2.14476764784766
1,A,8.30078125,7.8125,0,0,S2,0,-1.95212056666977
1,A,8.30078125,7.8125,0,0,S2,0,-1.81986879693372
1,A,8.30078125,7.8125,0,0,S2,0,-0.621140658711364
1,A,8.30078125,7.8125,0,0,S2,0,0.0113470765970226
1,A,8.30078125,7.8125,1,435,S2,0,-0.982054699474603
1,A,8.30078125,7.8125,0,0,S2,0,-2.54657375663329
1,A,8.30078125,7.8125,1,496,S2,0,-1.9109158421007
1,A,8.30078125,7.8125,0,0,S2,0,1.4280792248506
1,A,8.30078125,7.8125,0,0,S2,0,1.68380503914696
1,A,8.30078125,7.8125,0,0,S2,0,2.75930165531244
1,A,8.30078125,7.8125,1,742,S2,0,1.76151181799756
1,A,8.30078125,7.8125,0,0,S2,0,0.700155767222313
1,A,8.30078125,7.8125,0,0,S2,0,2.84334846881518
1,A,8.30078125,7.8125,0,0,S2,0,2.5350281420292
1,A,8.30078125,7.8125,0,0,S2,0,-0.221634079004575
1,A,8.30078125,7.8125,0,0,S2,0,0.60057523767291
1,A,8.30078125,7.8125,0,0,S2,0,-2.97537188799677
1,A,8.30078125,7.8125,0,0,S2,0,0.676819391109729
1,A,8.30078125,7.8125,1,766,S2,0,2.25767290365521
1,A,8.30078125,7.8125,0,0,S2,0,1.00708242616094
1,A,8.30078125,7.8125,0,0,S2,0,1.57844256689061
1,A,8.30078125,7.8125,0,0,S2,0,2.46543720016045
1,A,8.30078125,7.8125,1,501,S2,0,-0.8560030877319
1,A,8.30078125,7.8125,0,0,S2,0,2.73384152240144
1,A,8.30078125,7.8125,0,0,S2,0,-2.72542779576487
1,A,8.30078125,7.8125,1,581,S2,0,-0.583454137238409
1,A,8.30078125,7.8125,0,0,S2,0,-1.70666937481702
1,A,8.30078125,7.8125,0,0,S2,0,2.94940729572039
1,A,8.30078125,7.8125,0,0,S2,0,-1.87932411250908
1,A,8.30078125,7.8125,0,0,S2,0,0.0103359307564562
1,A,8.30078125,7.8125,0,0,S2,0,1.46235230655213
1,A,8.30078125,7.8125,0,0,S2,0,-2.17277170291709
1,A,8.30078125,7.8125,1,415,S2,0,-1.2244061811352
1,A,8.30078125,7.8125,0,0,S2,0,1.23173930248587
1,A,8.30078125,7.8125,0,0,S2,0,-0.710760842967448
1,A,8.30078125,7.8125,0,0,S2,0,2.18571369332236
1,A,8.30078125,7.8125,0,0,S2,0,1.94071540927999
1,A,8.30078125,7.8125,0,0,S2,0,3.14139311679915
1,A,8.30078125,7.8125,1,855,S2,0,2.83258719832659
1,A,8.30078125,7.8125,0,0,S2,0,1.70839540090608
1,A,8.30078125,7.8125,0,0,S2,0,-1.36463356818342
1,A,8.30078125,7.8125,0,0,S2,0,-1.92404620341894
1,A,8.30078125,7.8125,0,0,S2,0,-0.661998723610584
1,A,8.30078125,7.8125,1,566,S2,0,2.10880807752196
1,A,8.30078125,7.8125,0,0,S2,0,-0.891148757728821
1,A,8.30078125,7.8125,1,1129,S2,0,-1.12712531521659
1,A,8.30078125,7.8125,0,0,S2,0,-0.301501016839272
1,A,8.30078125,7.8125,0,0,S2,0,0.146381880538512
1,A,8.30078125,7.8125,0,0,S2,0,-0.288578891738621
1,A,8.30078125,7.8125,0,0,S2,0,-2.67043066547243
1,A,8.30078125,7.8125,0,0,S2,0,-0.0257824782807093
1,A,8.30078125,7.8125,1,775,S2,0,0.547281337894428
1,A,8.30078125,7.8125,1,470,S2,0,-1.39302055443558
1,A,8.30078125,7.8125,1,421,S2,0,-1.38619377432338
1,A,8.30078125,7.8125,1,454,S2,0,-0.87742403439239
1,A,8.30078125,7.8125,1,397,S2,0,-2.56858276096439
1,A,8.30078125,7.8125,0,0,S2,0,-0.676977629357415
1,A,8.30078125,7.8125,0,0,S2,0,-0.291195560444092
1,A,8.30078125,7.8125,0,0,S2,0,1.47548275551672
1,A,8.30078125,7.8125,0,0,S2,0,-1.65916035364079
1,A,8.30078125,7.8125,1,453,S2,0,-1.40002243693432
1,A,8.30078125,7.8125,1,484,S2,0,1.56074832741
1,A,8.30078125,7.8125,0,0,S2,0,-2.58168262872408
1,A,8.30078125,7.8125,0,0,S2,0,-0.124567783749741
1,A,8.30078125,7.8125,0,0,S2,0,-2.88316983974635
1,A,8.30078125,7.8125,1,425,S2,0,0.639440821889628
1,A,8.30078125,7.8125,1,890,S2,0,-1.30354095648973
1,A,8.30078125,7.8125,0,0,S2,0,0.0220678159624434
1,A,8.30078125,7.8125,0,0,S2,0,2.48065739799489
1,A,8.30078125,7.8125,0,0,S2,0,1.04180436757728
1,A,8.30078125,7.8125,1,445,S2,0,1.55155285416435
1,A,8.30078125,7.8125,0,0,S2,0,0.802899765661261
1,A,8.30078125,7.8125,0,0,S2,0,1.24664657394235
1,A,8.30078125,7.8125,0,0,S2,0,0.625130633480972
1,A,8.30078125,7.8125,0,0,S2,0,-1.94570830825126
1,A,8.30078125,7.8125,0,0,S2,0,0.325090486031971
1,A,8.30078125,7.8125,1,313,S2,0,-1.29835435429057
1,A,8.30078125,7.8125,1,480,S2,0,-1.98343342669194
1,A,8.30078125,7.8125,0,0,S2,0,1.41839588381937
1,A,8.30078125,7.8125,0,0,S2,0,-2.02895030089563
1,A,8.30078125,7.8125,0,0,S2,0,-0.327797755829282
1,A,8.30078125,7.8125,0,0,S2,0,-0.0698775072246657
1,A,8.30078125,7.8125,0,0,S2,0,0.37701466620423
1,A,8.30078125,7.8125,1,1039,S2,0,0.384570479765643
1,A,8.30078125,7.8125,1,1156,S2,0,1.58624409234927
1,A,8.30078125,7.8125,0,0,S2,0,2.6622560116175
1,A,8.30078125,7.8125,0,0,S2,0,-2.35644157762809
1,A,8.30078125,7.8125,0,0,S2,0,-0.779513601083176
1,A,8.30078125,7.8125,0,0,S2,0,-1.27487422080444
1,A,8.30078125,7.8125,0,0,S2,0,3.12717477418187
1,A,8.30078125,7.8125,0,0,S2,0,-0.198038055659583
1,A,8.30078125,7.8125,0,0,S2,0,-2.63011656632877
1,A,8.30078125,7.8125,0,0,S2,0,2.11458702977765
1,A,8.30078125,7.8125,0,0,S2,0,-2.90314441493335
1,A,8.30078125,7.8125,0,0,S2,0,-2.51414177256176
1,A,8.30078125,7.8125,1,566,S2,0,2.58027317539529
1,A,8.30078125,7.8125,1,513,S2,0,1.45488305013364
1,A,8.30078125,7.8125,1,460,S2,0,-0.109094970246076
1,A,8.30078125,7.8125,0,0,S2,0,1.59426860515644
1,A,8.30078125,7.8125,0,0,S2,0,1.5385501383152
1,A,8.30078125,7.8125,1,664,S2,0,3.11574300687345
1,A,8.30078125,7.8125,0,0,S2,0,1.7428040268098
1,A,8.30078125,7.8125,0,0,S2,0,0.554554835145255
1,A,8.30078125,7.8125,0,0,S2,0,-1.5744571013946
1,A,8.30078125,7.8125,1,1056,S2,0,-3.07359996699833
1,A,8.30078125,7.8125,1,641,S2,0,2.52603159968563
1,A,8.30078125,7.8125,0,0,S2,0,-1.17508640053696
1,A,8.30078125,7.8125,0,0,S2,0,-0.665293209281737
1,A,8.30078125,7.8125,0,0,S2,0,0.723415207554463
1,A,8.30078125,7.8125,0,0,S2,0,-2.16087914722136
1,A,8.30078125,7.8125,0,0,S2,0,-2.15122300793104
1,A,8.30078125,7.8125,0,0,S2,0,-2.33312101034537
1,A,8.30078125,7.8125,0,0,S2,0,1.81979678554042
1,A,8.30078125,7.8125,0,0,S2,0,-0.373555089681997
1,A,8.30078125,7.8125,0,0,S2,0,0.199069949987473
1,A,8.30078125,7.8125,0,0,S2,0,-0.48728201610026
1,A,8.30078125,7.8125,1,643,S2,0,0.836813154631173
1,A,8.30078125,7.8125,0,0,S2,0,-1.73203320016873
1,A,8.30078125,7.8125,0,0,S2,0,-2.54380227308543
1,A,8.30078125,7.8125,0,0,S2,0,1.9863749915711
1,A,8.30078125,7.8125,0,0,S2,0,1.86909214156592
1,A,8.30078125,7.8125,0,0,S2,0,3.07158212801877
1,A,8.30078125,7.8125,0,0,S2,0,2.0135637507497
1,A,8.30078125,7.8125,0,0,S2,0,-2.44208912395547
1,A,8.30078125,7.8125,0,0,S2,0,1.58770033044415
1,A,8.30078125,7.8125,0,0,S2,0,-1.3578923124512
1,A,8.30078125,7.8125,1,630,S2,0,-0.845813822100315
1,A,8.30078125,7.8125,0,0,S2,0,-2.22080644476582
1,A,8.30078125,7.8125,0,0,S2,0,-0.327383800722864
1,A,8.30078125,7.8125,0,0,S2,0,0.0587701005021019
1,A,8.30078125,7.8125,0,0,S2,0,-2.13408609069098
1,A,8.30078125,7.8125,0,0,S2,0,0.0712206810117955
1,A,8.30078125,7.8125,1,406,S2,0,-1.9344021305355
1,A,8.30078125,7.8125,0,0,S2,0,2.40777678163783
1,A,8.30078125,7.8125,0,0,S2,0,0.844543624199752
1,A,8.30078125,7.8125,0,0,S2,0,-0.90897534289878
1,A,8.30078125,7.8125,0,0,S2,0,-2.47272386583288
1,A,8.30078125,7.8125,0,0,S2,0,-2.59204027688035
1,A,8.30078125,7.8125,0,0,S2,0,0.681450068417435
1,A,8.30078125,7.8125,1,526,S2,0,0.752669716307529
1,A,8.30078125,7.8125,0,0,S2,0,2.70891782204026
1,A,8.30078125,7.8125,0,0,S2,0,-2.68543830994525
1,A,8.30078125,7.8125,0,0,S2,0,2.97473902627793
1,A,8.30078125,7.8125,0,0,S2,0,-0.976964421413594
1,A,8.30078125,7.8125,0,0,S2,0,-0.843164360934994
1,A,8.30078125,7.8125,1,607,S2,0,-1.71776531609272
1,A,8.30078125,7.8125,0,0,S2,0,3.00573935602958
1,A,8.30078125,7.8125,0,0,S2,0,2.19626158786141
1,A,8.30078125,7.8125,0,0,S2,0,1.25984526545549
1,A,8.30078125,7.8125,0,0,S2,0,2.08558482199907
1,A,8.30078125,7.8125,0,0,S2,0,1.52769890270403
1,A,8.30078125,7.8125,0,0,S2,0,1.53481364573715
1,A,8.30078125,7.8125,0,0,S2,0,2.04333259880321
1,A,8.30078125,7.8125,0,0,S2,0,0.100041578085526
1,A,8.30078125,7.8125,0,0,S2,0,-2.84758658190178
1,A,8.30078125,7.8125,0,0,S2,0,-1.14521251386191
1,A,8.30078125,7.8125,0,0,S2,0,1.81562641988006
1,A,8.30078125,7.8125,0,0,S2,0,-0.0612734490624096
1,A,8.30078125,7.8125,0,0,S2,0,3.02320073566733
1,A,8.30078125,7.8125,0,0,S2,0,-0.675388123104832
1,A,8.30078125,7.8125,0,0,S2,0,0.0867557875006091
1,A,8.30078125,7.8125,0,0,S2,0,2.85807489582281
1,A,8.30078125,7.8125,0,0,S2,0,0.287455607752757
1,A,8.30078125,7.8125,0,0,S2,0,-0.080911486188897
1,A,8.30078125,7.8125,0,0,S2,0,2.50190480150817
1,A,8.30078125,7.8125,0,0,S2,0,-2.07941572802328
1,A,8.30078125,7.8125,0,0,S2,0,-2.07204684028228
1,A,8.30078125,7.8125,0,0,S2,0,-2.06416975447342
1,A,8.30078125,7.8125,0,0,S2,0,-1.74516990745577
1,A,8.30078125,7.8125,0,0,S2,0,-1.04306542915749
1,A,8.30078125,7.8125,0,0,S2,0,-0.410656016419778
1,A,8.30078125,7.8125,1,810,S2,0,1.22761209620366
1,A,8.30078125,7.8125,0,0,S2,0,0.105994389320305
1,A,8.30078125,7.8125,0,0,S2,0,-2.83959850115501
1,A,8.30078125,7.8125,0,0,S2,0,0.559556434511815
1,A,8.30078125,7.8125,0,0,S2,0,2.70278727970484
1,A,8.30078125,7.8125,0,0,S2,0,0.323464584629361
1,A,8.30078125,7.8125,0,0,S2,0,0.580392343520475
1,A,8.30078125,7.8125,0,0,S2,0,2.09705799964867
1,A,8.30078125,7.8125,0,0,S2,0,-1.97879237247696
1,A,8.30078125,7.8125,1,583,S2,0,-2.22326906766456
1,A,8.30078125,7.8125,0,0,S2,0,1.36540539357923
1,A,8.30078125,7.8125,0,0,S2,0,-2.58706196961994
1,A,8.30078125,7.8125,0,0,S2,0,-1.95312835842185
1,A,8.30078125,7.8125,0,0,S2,0,2.95405350301819
1,A,8.30078125,7.8125,1,1194,S2,0,-2.75472892944534
1,A,8.30078125,7.8125,0,0,S2,0,1.71286462478926
1,A,8.30078125,7.8125,0,0,S2,0,-1.98801183799617
1,A,8.30078125,7.8125,0,0,S2,0,0.782036080160108
1,A,8.30078125,7.8125,0,0,S2,0,-1.41183093860745
1,A,8.30078125,7.8125,0,0,S2,0,1.17123954648744
1,A,8.30078125,7.8125,0,0,S2,0,2.37398833879483
1,A,8.30078125,7.8125,0,0,S2,0,1.6922105608157
1,A,8.30078125,7.8125,0,0,S2,0,-2.82373317405078
1,A,8.30078125,7.8125,0,0,S2,0,-1.12085468590383
1,A,8.30078125,7.8125,0,0,S2,0,-1.68001064885754
1,A,8.30078125,7.8125,0,0,S2,0,-2.80340508241305
1,A,8.30078125,7.8125,0,0,S2,0,-0.784068573601104
1,A,8.30078125,7.8125,0,0,S2,0,-3.10004363029111
1,A,8.30078125,7.8125,0,0,S2,0,-1.71362357322342
1,A,8.30078125,7.8125,0,0,S2,0,-2.0209342071331
1,A,8.30078125,7.8125,0,0,S2,0,1.18895384532625
1,A,8.30078125,7.8125,0,0,S2,0,3.01725326631047
1,A,8.30078125,7.8125,0,0,S2,0,1.39422808451383
1,A,8.30078125,7.8125,0,0,S2,0,-1.55314374544301
1,A,8.30078125,7.8125,0,0,S2,0,-1.2972332386537
1,A,8.30078125,7.8125,0,0,S2,0,1.66309921407516
1,A,8.30078125,7.8125,0,0,S2,0,-1.84876560538325
1,A,8.30078125,7.8125,0,0,S2,0,2.05306584555959
1,A,8.30078125,7.8125,0,0,S2,0,0.993516809874831
1,A,8.30078125,7.8125,0,0,S2,0,3.07493464947363
1,A,8.30078125,7.8125,0,0,S2,0,2.45421296909967
1,A,8.30078125,7.8125,0,0,S2,0,-0.869409206469631
1,A,8.30078125,7.8125,0,0,S2,0,-2.68397705692846
1,A,8.30078125,7.8125,0,0,S2,0,-0.289925510066349
1,A,8.30078125,7.8125,0,0,S2,0,3.110255205877
1,A,8.30078125,7.8125,0,0,S2,0,-0.588851907871013
